id,question,tier,group,process,level,regulators,permit_types
PUB-004,"If the applicant submitted supplemental information after the original application date, has the public been given a meaningful opportunity to review and comment on those supplements?",generic,public-process,,S,LDEQ,
PUB-005,"Will written responses to all substantive public comments be issued and made part of the administrative record before final permit action?",generic,public-process,,S,LDEQ,
PUB-006,"Will the agency hold accessible public hearings (convenient time and location, language access, virtual option)?",generic,public-process,,S,LDEQ,
PUB-007,"Will all applications, modeling files, health analyses, and draft permit conditions be posted to EDMS, and can the public obtain modeling inputs and outputs in native electronic format rather than PDF only?",generic,public-process,,S,LDEQ,
CCS-001,"Has the applicant provided evidence that the project will actually reduce emissions rather than increase them as recent analyses suggest?",process,ccs-risk,CCS,F,USACE,
CCS-002,"Has a comprehensive geological survey been conducted to identify all fault lines beneath the CO2 plume that could be affected by CO2 injection?",process,ccs-risk,CCS,F,USACE,
CCS-003,"Have all abandoned oil and gas wells in the vicinity been properly evaluated for their potential to serve as CO2 escape pathways?",process,ccs-risk,CCS,F,USACE,
CCS-004,"What is the risk assessment for induced seismicity from high-pressure CO2 injection?",process,ccs-risk,CCS,F,USACE,
CCS-005,"Has groundwater contamination risk from CO2 injection been adequately assessed?",process,ccs-risk,CCS,F,USACE,
CCS-006,"Were all reasonable alternatives to meet energy objectives thoroughly evaluated?",process,ccs-risk,CCS,F,USACE,
CCS-007,"What safety measures are proposed to prevent incidents similar to the Satartia, Mississippi CO2 pipeline rupture?",process,ccs-risk,CCS,F,USACE,
CCS-008,"What is the evacuation radius for potential CO2 pipeline failures?",process,ccs-risk,CCS,F,USACE,
CCS-009,"How will first responders be trained for CO2 pipeline emergencies?",process,ccs-risk,CCS,F,USACE,
GAS-001,"Does the BACT analysis evaluate lower-emitting alternatives to combustion turbines (e.g., solar-plus-storage, demand response, or a smaller turbine fleet), or does it assume the turbine design and only compare add-on controls?",process,gas-power,gas-power,S,LDEQ,Air (PSD)
GAS-002,"What NOx, CO, VOC, PM2.5, SO2, and formaldehyde emission limits are set as BACT, and how do they compare to the most stringent limits in EPA's RBLC clearinghouse for recently permitted comparable plants?",process,gas-power,gas-power,S,LDEQ,Air (PSD)
GAS-003,"Under the Acid Rain permit, what are the SO2 and NOx allowance allocations, and does the facility hold or must it acquire sufficient allowances without increasing regional emissions?",process,gas-power,gas-power,S,LDEQ/EPA,Acid Rain
GAS-004,"What is the source, route, and pressure of the natural gas supply, and what are the air-quality and safety implications of any associated new pipeline or metering infrastructure?",process,gas-power,gas-power,S,LDEQ,Air
GAS-005,"What new pipelines, compressor stations, metering stations, and high-pressure gas lines are required to serve the facility, where will they be located, and which agencies are reviewing their safety and environmental impacts?",process,gas-power,gas-power,S,LDEQ (+ PHMSA/FERC),Air / EAS
GAS-006,"Does the EAS evaluate non-fossil alternatives (renewables plus storage, demand-side management, transmission upgrades) capable of meeting the same load with lower emissions, as the third IT factor requires?",process,gas-power,gas-power,S,LDEQ,EAS
AIR-014,"Do the maximum hourly emission rates, multiplied by the hours of operation the application itself assumes, exceed the annual permitted tonnage for any pollutant? If so, the hourly and annual figures describe two mutually exclusive facilities — which one is enforceable, and what permit condition reconciles them?",generic,air-emissions-accounting,,S,LDEQ,Air
AIR-015,"Are emissions from activities designated insignificant, de minimis, or authorized under a general condition excluded from the emission totals published in the public notice? Quantify the excluded emissions and state them as a percentage of the noticed figures — and check whether the same document elsewhere declares that no such activities exist.",generic,air-emissions-accounting,,S,LDEQ,Air
AIR-016,"Do any emission figures, throughput assumptions, or operating-hour assumptions disagree between documents in the noticed package — or between two places in the same document? For each disagreement, which figure governs, and does any enforceable permit condition fix it?",generic,air-emissions-accounting,,S,LDEQ,Air
AIR-017,"Where the emission calculations take credit for a control device's destruction or removal efficiency, does the permit impose every operating limit on which the governing regulation conditions that credit — or only some of them? (For flares, 40 CFR 60.18 conditions the credit on net heating value AND exit velocity; a permit setting only the heating value licenses operation well outside the envelope the assumed efficiency depends on.)",generic,air-emissions-accounting,,S,LDEQ,Air
AIR-018,"Is the throughput, production rate, or material quantity that generated every emission figure in the application actually written into the permit as an enforceable cap — or does it appear only in narrative and calculation worksheets while the permit limits tonnage alone?",generic,air-emissions-accounting,,S,LDEQ,Air
BACT-006,"Does the application supply discrete source coordinates and discrete stack parameters, or does it give ranges, ""varies"", or ""TBD""? Dispersion models require single values; where the inputs are ranges or undetermined, no compliance demonstration can have been performed on them, and the agency's ambient-air finding rests on nothing but the annual tonnage.",generic,air-bact-modeling,,S,LDEQ,Air
BACT-007,"Did agency technical staff raise a modeling, ambient-standard, or emission-rate concern during review? If so, obtain the internal correspondence and establish how it was resolved — by analysis, or by revising the applicant's inputs downward until the concern disappeared.",generic,air-bact-modeling,,S,LDEQ,Air
PUB-008,"Do the documents in the agency's electronic docket match their index descriptions? Open each one rather than trusting the index — misindexed entries can conceal whether any public comment has in fact been filed, and can hide records of failed notice.",generic,public-process,,S,LDEQ,
PUB-009,"If the application was revised during technical review, does the noticed package clearly identify which version governs — or does it carry the superseded narrative alongside the revised figures, leaving the public unable to tell what is actually being authorized? Does the public notice disclose that the figures were revised, and why?",generic,public-process,,S,LDEQ,
PUB-010,"Is there evidence in the record that individually mailed notices were returned undeliverable? How many were returned, what did the agency do to correct the mailing list, and does a returned notice satisfy the direct-notice requirement?",generic,public-process,,S,LDEQ,
PUB-011,"Is the permit classified consistently across the public notice, the draft permit, and the approval letter — including permit number and permit type? Where the notice says ""minor source"" but the permit says ""synthetic minor"", the public is not told that the source would be major but for federally enforceable limits, nor how those limits are actually verified.",generic,public-process,,S,LDEQ,
PUB-012,"Did the applicant receive a working draft and a private remark round before public notice? If so, is the completed technical-review worksheet capturing those remarks actually in the public record, as the notice represents — or only the blank form?",generic,public-process,,S,LDEQ,
PRT-001,"Does the application identify a specific location for the source, or does it request authorization at ""any location"" within a described area? If location is undetermined, establish how any location-dependent analysis — dispersion modeling, ambient standard compliance, cumulative impact, environmental-justice screening, setbacks from receptors — could have been performed, and whether the agency performed it for even one location.",process,portable-source-siting,portable-source,S,LDEQ,Air
PRT-002,"Does the permit contain an enforceable condition constraining where the source may operate? Check whether that condition is self-referential — a requirement to obtain approval before relocating ""outside the approved locations"" is unenforceable where no approved location is defined anywhere in the permit or application.",process,portable-source-siting,portable-source,S,LDEQ,Air
PRT-003,"Where a standing permit replaces case-by-case variances or event-specific authorizations, what location-specific agency review is lost, and what replaces it? Is any advance notice to the agency, to local officials, or to nearby residents required before an event at a given location?",process,portable-source-siting,portable-source,S,LDEQ,Air
PRT-004,"Are the source's physical parameters — stack height, diameter, exit velocity, flow rate, exit temperature — specified as discrete values or as ranges? Does any permit condition bind the operator to a point within those ranges, and were the emission calculations performed at the worst case within them?",process,portable-source-siting,portable-source,S,LDEQ,Air
PRT-005,"How many events per year, and how many hours per event, does the emissions basis assume? Is either an enforceable permit condition? Check the maximum-hourly and annual-total assumptions against each other — campaigns frequently find the two computed on different event durations.",process,portable-source-siting,portable-source,S,LDEQ,Air
PRT-006,"What operating history supports the assumed event frequency — prior variances, authorizations, or event logs — and how current is it? Compare the applicant's disclosed history against its own statement of need; a disclosure that stops years before the application contradicts a claim that authorizations are sought ""currently"" and ""each time"" the activity is necessary.",process,portable-source-siting,portable-source,S,LDEQ,Air
PRT-007,"For a source with no fixed location, what monitoring, recordkeeping, or reporting would let the agency or a nearby resident determine what was emitted, where, and when? Establish whether compliance rests on measurement or solely on the operator recomputing the same emission factors used to set the limit.",process,portable-source-siting,portable-source,S,LDEQ,Air
PRT-008,"Does the public notice describe the geographic scope consistently with what the permit authorizes? Where a notice calls a facility statewide but places notice in only some parishes, determine whether the authorization reaches communities that received no notice, and whether any broader request in the application was ever withdrawn.",process,portable-source-siting,portable-source,S,LDEQ,Air
CVI-001,"Does the AOR investigation's stated search radius match the radius used for any separate ""wells within X miles"" survey elsewhere in the application (e.g., orphan or abandoned-well tables), and does the AOR explicitly state whether it was delineated using the CO2 plume, the pressure front, or both? For any wells identified in a nearby-wells survey that fall within the larger of those two extents, does the application reconcile them against a ""no artificial penetrations"" / ""no corrective action needed"" conclusion?",process,class-vi-uic,class-vi-uic,S,LDENR/DCE,Class VI UIC
CVI-002,"Does the modeled pressure front — as opposed to the free-phase CO2 plume — extend beyond the operator's leased or pore-space-rights-controlled acreage? If so, what consent, notice, or additional pore-space rights has the operator obtained for the acreage outside its control, and does the application's containment-assurance language address the pressure front specifically or only the plume?",process,class-vi-uic,class-vi-uic,S,LDENR/DCE,Class VI UIC
CVI-003,"Does the application's fault-slip-potential or induced-seismicity analysis describe project faults as ""transmissive"" in a pressure-communication sense, while a separate AOR or containment section asserts that no geologic feature allows fluid movement out of the injection zone? If both claims appear, does the application reconcile the two uses of ""transmissive""/""movement,"" or are they left as apparently conflicting technical claims?",process,class-vi-uic,class-vi-uic,S,LDENR/DCE,Class VI UIC
CVI-004,"Beyond a general regional seismic-hazard or land-loss citation, has the applicant conducted or commissioned site-specific modeling of surface subsidence induced by the project's own reservoir pressure buildup — particularly where the injection zone lies within a fault-bounded structural block or beneath a wetland or coastal setting?",process,class-vi-uic,class-vi-uic,S,LDENR/DCE,Class VI UIC
CVI-005,"For each required Class VI financial-assurance cost category (corrective action, well plugging, PISC/site closure, emergency and remedial response), which financial instrument has the applicant selected, and is that instrument among the state Class VI rule's named base instruments for that category, or does it require a discretionary/catch-all approval? What is the state's default PISC monitoring period, and does the chosen instrument's stated policy term, renewal, and continuation provisions match that duration?",process,class-vi-uic,class-vi-uic,S,LDENR/DCE,Class VI UIC
CVI-006,"Where sections of the ERRP, QASP, or other Class VI technical plans are redacted from the public application, does the application or agency cite a specific statutory exemption (trade secret, critical infrastructure security, or other) for withholding risk-scenario narratives, monitoring instrumentation, or detection-limit methodology — as distinct from genuinely sensitive details like exact coordinates or security countermeasures? Do the redacted sections track cleanly to a defensible exemption category, or do they encompass information not obviously covered by a trade-secret or security rationale?",process,class-vi-uic,class-vi-uic,S,LDENR/DCE,Class VI UIC
CVI-007,"Where a single Class VI site application covers multiple wells under one or a small number of linked application/site numbers, does the state's public tracking system surface a distinct row for each well, or only for the lead/primary well? For wells not independently surfaced, what public notice mechanism, if any, applies to them individually?",process,class-vi-uic,class-vi-uic,S,LDENR/DCE,Class VI UIC
BACT-008,"Does any NAAQS or PSD-increment compliance table show a modeled total concentration exceeding the applicable standard while the narrative on the same page, or elsewhere in the application, asserts compliance? If so, obtain the culpability analysis identifying the contributing source(s), the receptor location, and the modeled hour/date of the exceedance.",generic,air-bact-modeling,,S,LDEQ,Air (PSD)
BACT-009,"Do the meteorological station, meteorological data years, and upper-air station actually used in the dispersion modeling match those specified in the agency-approved modeling protocol? For any deviation, was an amended modeling protocol submitted and approved before the modeling was run?",generic,air-bact-modeling,,S,LDEQ,Air (PSD)
AIR-019,"Does the arithmetic in the emissions offsets table match the ratio stated elsewhere in the application, or has the NNSR applicability/major-modification threshold been subtracted from the net emissions increase as a deductible before offsets are calculated, understating the true offset obligation?",generic,air-emissions-accounting,,S,LDEQ,Air (NNSR)
EJ-010,"Comparing the noticed application against earlier versions submitted to the agency during technical review, were any analyses (e.g., cumulative-impact, environmental-justice, health-risk) present in an earlier draft but absent from the noticed version? If so, does the record give a reason for the removal?",generic,ej-cumulative,,S,LDEQ,
PUB-013,"Was the permit application processed on an expedited or fast-track review schedule? Was a fee cap or expedited-review fee requested, and how does the requested or targeted decision date compare to the public notice date and the close of the comment period?",generic,public-process,,S,LDEQ,
PUB-014,"Do all activity numbers referenced in the administrative record appear on the public notice, or were any prerequisite approvals (e.g., a preliminary determination, a related permit modification) processed under a separate activity number that was never itself noticed?",generic,public-process,,S,LDEQ,
CSR-001,"Does the application's land-use inventory or facility siting analysis identify churches, cemeteries, and church-owned parcels within the stated survey radius?",generic,cultural-sacred-resources,,S,LDEQ/USACE,
CSR-002,"Are places of worship carried as sensitive receptors — alongside schools and hospitals — in the dispersion, noise, odor, traffic, and emergency-evacuation analyses supporting the application?",generic,cultural-sacred-resources,,S,LDEQ/USACE,
CSR-003,"Does any property line adjoin a structure currently used, and used as a church prior to the submittal of the permit application, triggering the 300-foot buffer zone under LAC 33:VII.709.B.3.a (or the parallel provision at §717.B.3.a or §719.B.3.a, depending on facility class) rather than the lesser buffer otherwise applicable to this facility class; if a reduction is claimed, is the notarized affidavit from every landowner within the buffer in the record and recorded in the parish's mortgage and conveyance records; and if the pre-April 1, 2010 exemption is invoked, does the facility actually qualify — an existing facility, a closed portion, or an expansion within the already-permitted disposal or processing area — rather than being a new unit characterized as an expansion?",generic,cultural-sacred-resources,,S,LDEQ,Solid Waste
CSR-004,"LAC 33:VII.709.A.5 (and the parallel §717.A.5 / §719.A.6) requires the 3-mile land-use description to include, but not be limited to, residential, health-care facilities and schools, agricultural, industrial and manufacturing, other commercial, recreational, and undeveloped uses — does the applicant's inventory also identify places of worship and cemeteries within that radius, consistent with the provision's own non-exclusive list?",generic,cultural-sacred-resources,,S,LDEQ,Solid Waste
CSR-005,"Was the Area of Potential Effects drawn to include the parish church, its cemetery, and congregation access routes, or only the construction footprint, and were affected congregations and descendant communities invited or admitted as consulting parties under 36 CFR 800.2(c)(5) and 800.3(f)(3)?",generic,cultural-sacred-resources,,F,USACE,404/Section 10
CSR-006,"Has SHPO concurrence on the Area of Potential Effects and any identified historic properties been obtained, and is that correspondence in the public record?",generic,cultural-sacred-resources,,F,USACE,404/Section 10
CSR-007,"Does the record address the Louisiana Unmarked Human Burial Sites Preservation Act (R.S. 8:671-681) — is the project area known or suspected to contain human remains, or immediately adjacent to property known to have burials?",generic,cultural-sacred-resources,,S,LDEQ/USACE,
CSR-008,"Were any Division of Archaeology or SHPO communications concerning possible unmarked burials excluded from the noticed application package?",generic,cultural-sacred-resources,,S,LDEQ/USACE,
CSR-009,"Will construction, haul routes, or facility operations obstruct access to a cemetery or place of worship, including on All Saints Day and other customary decoration days?",generic,cultural-sacred-resources,,S,LDEQ/USACE,
CSR-010,"Does the public-interest review give the ""due consideration"" 33 CFR 320.4(e) requires to the ""recognized historic, cultural, scenic, conservation, recreational or similar values"" attached to affected churches and cemeteries, and does the record show that consideration was actually made rather than merely reciting the factor?",generic,cultural-sacred-resources,,F,USACE,404/Section 10
CSR-011,"Is the facility located in, or within 1,000 feet of, an archaeological site or historic site under LAC 33:VII.709.A.7 (or the parallel §717.A.7 / §719.A.4), and were the resulting isolation and documentation requirements addressed?",generic,cultural-sacred-resources,,S,LDEQ,Solid Waste
